,Title,Character
12027,The Castle of Nightmares,Asaka
12028,The Castle of Nightmares,Hiruga
12029,The Castle of Nightmares,Yūga
12030,The Castle of Nightmares,Natsumi Yamada
12031,The Castle of Nightmares,Kirisaki
12032,The Castle of Nightmares,Sakuya
12033,The Castle of Nightmares,Kosuke Goto
12034,The Castle of Nightmares,Yubina
12035,The Castle of Nightmares,Kona
12036,The Castle of Nightmares,Aoi Inase
12037,The Castle of Nightmares,Hirokazu Sekido
12038,Escaping the Tightening Net,Boruto Uzumaki
12039,Escaping the Tightening Net,Sarada Uchiha
12040,Escaping the Tightening Net,Mitsuki
12041,Escaping the Tightening Net,Konohamaru Sarutobi
12042,Escaping the Tightening Net,Mugino
12043,Escaping the Tightening Net,Deepa
12044,Escaping the Tightening Net,Kirisaki
12045,Escaping the Tightening Net,Asaka
12046,Escaping the Tightening Net,Hiruga
12047,Escaping the Tightening Net,Yūga
12048,Escaping the Tightening Net,Katara
12049,Escaping the Tightening Net,Kona
12050,Escaping the Tightening Net,Sara Matsumoto
12051,Escaping the Tightening Net,Kazuya Saji
12052,Escaping the Tightening Net,Katsunori Okai
12053,The Pursuers,Boruto Uzumaki
12054,The Pursuers,Sarada Uchiha
12055,The Pursuers,Mitsuki
12056,The Pursuers,Konohamaru Sarutobi
12057,The Pursuers,Mugino
12058,The Pursuers,Omoi
12059,The Pursuers,Kakui
12060,The Pursuers,Marui
12061,The Pursuers,Asaka
12062,The Pursuers,Hiruga
12063,The Pursuers,Yūga
12064,The Pursuers,Deepa
12065,The Pursuers,Kosuke Katayama
12066,The Forbidden Jutsu of Death,Boruto Uzumaki
12067,The Forbidden Jutsu of Death,Sarada Uchiha
12068,The Forbidden Jutsu of Death,Mitsuki
12069,The Forbidden Jutsu of Death,Konohamaru Sarutobi
12070,The Forbidden Jutsu of Death,Mugino
12071,The Forbidden Jutsu of Death,Omoi
12072,The Forbidden Jutsu of Death,Kakui
12073,The Forbidden Jutsu of Death,Marui
12074,The Forbidden Jutsu of Death,Asaka
12075,The Forbidden Jutsu of Death,Hiruga
12076,The Forbidden Jutsu of Death,Yūga
12077,The Forbidden Jutsu of Death,Deepa
12078,The Quadruplets' Duty,Boruto Uzumaki
12079,The Quadruplets' Duty,Sarada Uchiha
12080,The Quadruplets' Duty,Mitsuki
12081,The Quadruplets' Duty,Konohamaru Sarutobi
12082,The Quadruplets' Duty,Mugino
12083,The Quadruplets' Duty,Omoi
12084,The Quadruplets' Duty,Asaka
12085,The Quadruplets' Duty,Hiruga
12086,The Quadruplets' Duty,Yūga
12087,The Quadruplets' Duty,Yoruga
12088,The Quadruplets' Duty,Deepa
12089,Death Match,Boruto Uzumaki
12090,Death Match,Sarada Uchiha
12091,Death Match,Mitsuki
12092,Death Match,Konohamaru Sarutobi
12093,Death Match,Mugino
12094,Death Match,Asaka
12095,Death Match,Hiruga
12096,Death Match,Deepa
12097,Death Match,Victor
12098,Their Decision,Boruto Uzumaki
12099,Their Decision,Sarada Uchiha
12100,Their Decision,Mitsuki
12101,Their Decision,Iwabee Yuino
12102,Their Decision,Denki Kaminarimon
12103,Their Decision,Metal Lee
12104,Their Decision,Wasabi Izuno
12105,Their Decision,Namida Suzumeno
12106,Their Decision,Naruto Uzumaki
12107,Their Decision,Hinata Uzumaki
12108,Their Decision,Himawari Uzumaki
12109,Their Decision,Shikamaru Nara
12110,Their Decision,Sasuke Uchiha
12111,Their Decision,Sakura Uchiha
12112,Their Decision,Sai Yamanaka
12113,Their Decision,Kakashi Hatake
12114,Their Decision,Victor
12115,Their Decision,Deepa
12116,Their Decision,Konohamaru Sarutobi
12117,Their Decision,Mugino
12118,Their Decision,Shizune
12119,Their Decision,Yubina
12120,Their Decision,Mariko Higashiuchi
12121,Their Decision,Orochimaru
12122,Training Begins!,Boruto Uzumaki
12123,Training Begins!,Kakashi Hatake
12124,Training Begins!,Sarada Uchiha
12125,Training Begins!,Sasuke Uchiha
12126,Training Begins!,Sakura Uchiha
12127,Training Begins!,Hinata Uzumaki
12128,Training Begins!,Himawari Uzumaki
12129,Training Begins!,Konohamaru Sarutobi
12130,Training Begins!,Mugino
12131,Training Begins!,Hirokazu Sekido
12132,Training Begins!,Victor
12133,Training Begins!,Victor's Secretary
12134,Training Begins!,Ryo Nishitani
12135,A Joint Mission with the Sand,Boruto Uzumaki
12136,A Joint Mission with the Sand,Kakashi Hatake
12137,A Joint Mission with the Sand,Sarada Uchiha
12138,A Joint Mission with the Sand,Sasuke Uchiha
12139,A Joint Mission with the Sand,Naruto Uzumaki
12140,A Joint Mission with the Sand,Shikamaru Nara
12141,A Joint Mission with the Sand,Shikadai Nara
12142,A Joint Mission with the Sand,Inojin Yamanaka
12143,A Joint Mission with the Sand,Chōchō Akimichi
12144,A Joint Mission with the Sand,Shinki
12145,A Joint Mission with the Sand,Yodo
12146,A Joint Mission with the Sand,Araya
12147,A Joint Mission with the Sand,Konohamaru Sarutobi
12148,A Joint Mission with the Sand,Mugino
12149,A Joint Mission with the Sand,Deepa
12150,A Joint Mission with the Sand,Victor
12151,A Joint Mission with the Sand,Victor's Secretary
12152,A Joint Mission with the Sand,Doctor
12153,A New Rasengan,Boruto Uzumaki
12154,A New Rasengan,Kakashi Hatake
12155,A New Rasengan,Ibiki Morino
12156,A New Rasengan,Shojoji
12157,A New Rasengan,Sarada Uchiha
12158,A New Rasengan,Sasuke Uchiha
12159,A New Rasengan,Sakura Uchiha
12160,A New Rasengan,Hinata Uzumaki
12161,A New Rasengan,Ino Yamanaka
12162,A New Rasengan,Shikadai Nara
12163,A New Rasengan,Inojin Yamanaka
12164,A New Rasengan,Chōchō Akimichi
12165,The Results of Training ,Boruto Uzumaki
12166,The Results of Training ,Kakashi Hatake
12167,The Results of Training ,Ibiki Morino
12168,The Results of Training ,Shojoji
12169,The Results of Training ,Sarada Uchiha
12170,The Results of Training ,Sasuke Uchiha
12171,The Results of Training ,Sakura Uchiha
12172,The Results of Training ,Log
12173,The Results of Training ,Orochimaru
12174,A Signature of Fear,Boruto Uzumaki
12175,A Signature of Fear,Sarada Uchiha
12176,A Signature of Fear,Konohamaru Sarutobi
12177,A Signature of Fear,Mugino
12178,A Signature of Fear,Kakashi Hatake
12179,A Signature of Fear,Iwabee Yuino
12180,A Signature of Fear,Denki Kaminarimon
12181,A Signature of Fear,Metal Lee
12182,A Signature of Fear,Orochimaru
12183,A Signature of Fear,Suigetsu Hōzuki
12184,A Signature of Fear,Victor
12185,A Signature of Fear,Deepa
12186,A Signature of Fear,Nattō Itohiki
12187,A Signature of Fear,Kosuke Katayama
12188,A Signature of Fear,Kumi Takaragi
12189,The Secret Behind the Underground Room,Boruto Uzumaki
12190,The Secret Behind the Underground Room,Sarada Uchiha
12191,The Secret Behind the Underground Room,Mitsuki
12192,The Secret Behind the Underground Room,Orochimaru
12193,The Secret Behind the Underground Room,Suigetsu Hōzuki
12194,The Secret Behind the Underground Room,Konohamaru Sarutobi
12195,The Secret Behind the Underground Room,Mugino
12196,The Secret Behind the Underground Room,Mia
12197,The Secret Behind the Underground Room,Land of Valleys' daimyō
12198,The Secret Behind the Underground Room,Victor
12199,The Secret Behind the Underground Room,Victor's Secretary
12200,The Secret Behind the Underground Room,Doctor
12201,The Secret Behind the Underground Room,Katsunori Okai
12202,The Revival of the God Tree,Boruto Uzumaki
12203,The Revival of the God Tree,Sarada Uchiha
12204,The Revival of the God Tree,Orochimaru
12205,The Revival of the God Tree,Deepa
12206,The Revival of the God Tree,Konohamaru Sarutobi
12207,The Revival of the God Tree,Mugino
12208,The Revival of the God Tree,Mia
12209,The Revival of the God Tree,Land of Valleys' daimyō
12210,The Revival of the God Tree,Victor
12211,The Revival of the God Tree,Victor's Secretary
12212,The Revival of the God Tree,Hirokazu Sekido
12213,The Revival of the God Tree,Kazuya Saji
12214,Beyond the Limits!,Boruto Uzumaki
12215,Beyond the Limits!,Sarada Uchiha
12216,Beyond the Limits!,Mitsuki
12217,Beyond the Limits!,Konohamaru Sarutobi
12218,Beyond the Limits!,Mia
12219,Beyond the Limits!,Orochimaru
12220,Beyond the Limits!,Deepa
12221,Beyond the Limits!,Victor
12222,Blockade the A-Un Gate!,Boruto Uzumaki
12223,Blockade the A-Un Gate!,Sarada Uchiha
12224,Blockade the A-Un Gate!,Mitsuki
12225,Blockade the A-Un Gate!,Denki Kaminarimon
12226,Blockade the A-Un Gate!,Iwabee Yuino
12227,Blockade the A-Un Gate!,Metal Lee
12228,Blockade the A-Un Gate!,Shikadai Nara
12229,Blockade the A-Un Gate!,Inojin Yamanaka
12230,Blockade the A-Un Gate!,Chōchō Akimichi
12231,Blockade the A-Un Gate!,Wasabi Izuno
12232,Blockade the A-Un Gate!,Namida Suzumeno
12233,Blockade the A-Un Gate!,Tsubaki Kurogane
12234,Blockade the A-Un Gate!,Naruto Uzumaki
12235,Blockade the A-Un Gate!,Shikamaru Nara
12236,Blockade the A-Un Gate!,Sai Yamanaka
12237,Blockade the A-Un Gate!,Kakashi Hatake
12238,Blockade the A-Un Gate!,Konohamaru Sarutobi
12239,Blockade the A-Un Gate!,Mugino
12240,Blockade the A-Un Gate!,Kiba Inuzuka
12241,Blockade the A-Un Gate!,Tsunade
12242,Blockade the A-Un Gate!,Jigen
12243,Blockade the A-Un Gate!,Victor
12244,Blockade the A-Un Gate!,Kurotsuchi
12245,Blockade the A-Un Gate!,Hanabi Hyūga
12246,Blockade the A-Un Gate!,Kōtarō Fūma
12247,Blockade the A-Un Gate!,Uō
12248,Blockade the A-Un Gate!,Saō
12249,The Iron Wall's Sensing System,Inojin Yamanaka
12250,The Iron Wall's Sensing System,Ino Yamanaka
12251,The Iron Wall's Sensing System,Sai Yamanaka
12252,The Iron Wall's Sensing System,Boruto Uzumaki
12253,The Iron Wall's Sensing System,Shikadai Nara
12254,The Iron Wall's Sensing System,Kohan Yamanaka
12255,The Iron Wall's Sensing System,Sara Matsumoto
12256,The Iron Wall's Sensing System,Hyōi Yorishiro
12257,The Iron Wall's Sensing System,Mokume Arai
12258,The Iron Wall's Sensing System,Kosuke Katayama
12259,Our Fathers' Example,Shikamaru Nara
12260,Our Fathers' Example,Shikadai Nara
12261,Our Fathers' Example,Temari Nara
12262,Our Fathers' Example,Shikaku Nara
12263,Our Fathers' Example,Ino Yamanaka
12264,Our Fathers' Example,Inoichi Yamanaka
12265,Our Fathers' Example,Ao
12266,Our Fathers' Example,Mugino
12267,Our Fathers' Example,Tsunade
12268,Victor's Scheme,Boruto Uzumaki
12269,Victor's Scheme,Sarada Uchiha
12270,Victor's Scheme,Mitsuki
12271,Victor's Scheme,Naruto Uzumaki
12272,Victor's Scheme,Shikamaru Nara
12273,Victor's Scheme,Konohamaru Sarutobi
12274,Victor's Scheme,Mugino
12275,Victor's Scheme,Jigen
12276,Victor's Scheme,Amado
12277,Victor's Scheme,Victor
12278,Victor's Scheme,Delta
12279,"The Assassin, Mugino",Boruto Uzumaki
12280,"The Assassin, Mugino",Mugino
12281,"The Assassin, Mugino",Kei Shindo
12282,"The Assassin, Mugino",Hiruzen Sarutobi
12283,"The Assassin, Mugino",Sarada Uchiha
12284,"The Assassin, Mugino",Mitsuki
12285,"The Assassin, Mugino",Himawari Uzumaki
12286,"The Assassin, Mugino",Naruto Uzumaki
12287,"The Assassin, Mugino",Shikamaru Nara
12288,"The Assassin, Mugino",Konohamaru Sarutobi
12289,"The Assassin, Mugino",Katasuke Tōno
12290,"The Assassin, Mugino",Kosuke Katayama
12291,"The Assassin, Mugino",Kumi Takaragi
12292,"The Assassin, Mugino",Hirokazu Sekido
12293,"The Assassin, Mugino",Kazuya Saji
12294,The Vessel,Boruto Uzumaki
12295,The Vessel,Naruto Uzumaki
12296,The Vessel,Sarada Uchiha
12297,The Vessel,Mitsuki
12298,The Vessel,Shikadai Nara
12299,The Vessel,Inojin Yamanaka
12300,The Vessel,Sasuke Uchiha
12301,The Vessel,Shikamaru Nara
12302,The Vessel,Sai Yamanaka
12303,The Vessel,Konohamaru Sarutobi
12304,The Vessel,Mugino
12305,The Vessel,Ryo Nishitani
12306,The Vessel,Natsumi Yamada
12307,The Vessel,Jigen
12308,The Vessel,Amado
12309,The Vessel,Koji Kashin
12310,The Vessel,Delta
12311,The Vessel,Boro
12312,The Vessel,Code
12313,The Vessel,Victor
12314,Ao ,Boruto Uzumaki
12315,Ao ,Sarada Uchiha
12316,Ao ,Mitsuki
12317,Ao ,Katasuke Tōno
12318,Ao ,Ao
12319,Ao ,Naruto Uzumaki
12320,Ao ,Shikamaru Nara
12321,Ao ,Sasuke Uchiha
12322,Ao ,Konohamaru Sarutobi
12323,Ao ,Mugino
12324,Ao ,Jigen
12325,Ao ,Amado
12326,Ao ,Koji Kashin
12327,Ao ,Katsunori Okai
12328,The Hand,Boruto Uzumaki
12329,The Hand,Sarada Uchiha
12330,The Hand,Mitsuki
12331,The Hand,Sumire Kakei
12332,The Hand,Nue
12333,The Hand,Naruto Uzumaki
12334,The Hand,Shikamaru Nara
12335,The Hand,Sai Yamanaka
12336,The Hand,Katasuke Tōno
12337,The Hand,Akita Inuzuka
12338,The Hand,Hirokazu Sekido
12339,The Hand,Jigen
12340,The Hand,Amado
12341,The Hand,Delta
12342,The Hand,Boro
12343,The Hand,Code
12344,Puppets ,Boruto Uzumaki
12345,Puppets ,Sarada Uchiha
12346,Puppets ,Mitsuki
12347,Puppets ,Sumire Kakei
12348,Puppets ,Konohamaru Sarutobi
12349,Puppets ,Mugino
12350,Puppets ,Katasuke Tōno
12351,Puppets ,Akita Inuzuka
12352,Puppets ,Ibiki Morino
12353,Puppets ,Jigen
12354,Puppets ,Delta
12355,Puppets ,Code
12356,Puppets ,Ao
12357,Tools ,Boruto Uzumaki
12358,Tools ,Sarada Uchiha
12359,Tools ,Mitsuki
12360,Tools ,Konohamaru Sarutobi
12361,Tools ,Katasuke Tōno
12362,Tools ,Koji Kashin
12363,Tools ,Ao
12364,Tools ,Amado
12365,Tools ,Delta
12366,Tools ,Code
12367,How You Use It ,Boruto Uzumaki
12368,How You Use It ,Sarada Uchiha
12369,How You Use It ,Mitsuki
12370,How You Use It ,Konohamaru Sarutobi
12371,How You Use It ,Katasuke Tōno
12372,How You Use It ,Ao
12373,How You Use It ,Koji Kashin
12374,Kāma ,Boruto Uzumaki
12375,Kāma ,Sarada Uchiha
12376,Kāma ,Mitsuki
12377,Kāma ,Konohamaru Sarutobi
12378,Kāma ,Katasuke Tōno
12379,Kāma ,Koji Kashin
12380,Kāma ,Ao
12381,Kāma ,Amado
12382,Kāma ,Delta
12383,Kāma ,Code
12384,Awakening,Boruto Uzumaki
12385,Awakening,Sarada Uchiha
12386,Awakening,Mitsuki
12387,Awakening,Konohamaru Sarutobi
12388,Awakening,Katasuke Tōno
12389,Awakening,Kawaki
12390,Awakening,Koji Kashin
12391,Awakening,Delta
12392,Awakening,Jigen
12393,Awakening,Amado
12394,Awakening,Code
12395,Awakening,Garō
12396,Resonance ,Boruto Uzumaki
12397,Resonance ,Sarada Uchiha
12398,Resonance ,Mitsuki
12399,Resonance ,Konohamaru Sarutobi
12400,Resonance ,Katasuke Tōno
12401,Resonance ,Kawaki
12402,Resonance ,Garō
12403,Resonance ,Koji Kashin
12404,Resonance ,Delta
12405,Escape,Boruto Uzumaki
12406,Escape,Sarada Uchiha
12407,Escape,Mitsuki
12408,Escape,Kawaki
12409,Escape,Naruto Uzumaki
12410,Escape,Shikamaru Nara
12411,Escape,Sai Yamanaka
12412,Escape,Konohamaru Sarutobi
12413,Escape,Katasuke Tōno
12414,Escape,Akita Inuzuka
12415,Escape,Sumire Kakei
12416,Escape,Nue
12417,Escape,Kosuke Katayama
12418,Stray Dog,Boruto Uzumaki
12419,Stray Dog,Sarada Uchiha
12420,Stray Dog,Mitsuki
12421,Stray Dog,Kawaki
12422,Stray Dog,Sumire Kakei
12423,Stray Dog,Nue
12424,Stray Dog,Naruto Uzumaki
12425,Stray Dog,Sai Yamanaka
12426,Stray Dog,Hiroya Egashira
12427,Stray Dog,Kosuke Katayama
12428,Stray Dog,Kazuya Saji
12429,The Past,Kawaki
12430,The Past,Jigen
12431,The Past,Amado
12432,The Past,Naruto Uzumaki
12433,The Past,Kokatsu
12434,The Past,Katsunori Okai
12435,The Past,Kosuke Katayama
12436,The Past,Kazuya Saji
12437,The Past,Hirokazu Sekido
12438,The Past,Ryo Nishitani
12439,Coexistence,Boruto Uzumaki
12440,Coexistence,Naruto Uzumaki
12441,Coexistence,Hinata Uzumaki
12442,Coexistence,Himawari Uzumaki
12443,Coexistence,Kawaki
12444,Coexistence,Sarada Uchiha
12445,Coexistence,Mitsuki
12446,Coexistence,Konohamaru Sarutobi
12447,Coexistence,Shikamaru Nara
12448,Coexistence,Katasuke Tōno
12449,Coexistence,Gaara
12450,Coexistence,Chōjūrō
12451,Coexistence,Kurotsuchi
12452,Coexistence,Darui
12453,The Uzumaki Household,Boruto Uzumaki
12454,The Uzumaki Household,Naruto Uzumaki
12455,The Uzumaki Household,Hinata Uzumaki
12456,The Uzumaki Household,Himawari Uzumaki
12457,The Uzumaki Household,Kawaki
12458,The Uzumaki Household,Sarada Uchiha
12459,The Uzumaki Household,Mitsuki
12460,The Uzumaki Household,Shikamaru Nara
12461,The Uzumaki Household,Sai Yamanaka
12462,The Uzumaki Household,Jigen
12463,The Uzumaki Household,Amado
12464,The Uzumaki Household,Sara Matsumoto
12465,The Uzumaki Household,Natsumi Yamada
12466,The Uzumaki Household,Aoi Inase
12467,A Vase,Boruto Uzumaki
12468,A Vase,Naruto Uzumaki
12469,A Vase,Hinata Uzumaki
12470,A Vase,Himawari Uzumaki
12471,A Vase,Kawaki
12472,A Vase,Sarada Uchiha
12473,A Vase,Chōchō Akimichi
12474,A Vase,Ino Yamanaka
12475,A Vase,Koji Kashin
12476,A Vase,Delta
12477,A Vase,Kazuya Saji
12478,A Vase,Ryo Nishitani
12479,A Vase,Anna Nagase
12480,A Binding Force,Boruto Uzumaki
12481,A Binding Force,Naruto Uzumaki
12482,A Binding Force,Hinata Uzumaki
12483,A Binding Force,Himawari Uzumaki
12484,A Binding Force,Kawaki
12485,A Binding Force,Sarada Uchiha
12486,A Binding Force,Sasuke Uchiha
12487,A Binding Force,Sakura Uchiha
12488,A Binding Force,Mitsuki
12489,A Binding Force,Koji Kashin
12490,A Binding Force,Delta
12491,A Binding Force,Jigen
12492,Delta ,Boruto Uzumaki
12493,Delta ,Naruto Uzumaki
12494,Delta ,Himawari Uzumaki
12495,Delta ,Kawaki
12496,Delta ,Koji Kashin
12497,Delta ,Delta
12498,Delta ,Amado
12499,Delta ,Code
12500,Delta ,Ino Yamanaka
12501,Delta ,Sara Matsumoto
12502,Monsters ,Boruto Uzumaki
12503,Monsters ,Naruto Uzumaki
12504,Monsters ,Himawari Uzumaki
12505,Monsters ,Kawaki
12506,Monsters ,Delta
12507,Overload,Boruto Uzumaki
12508,Overload,Naruto Uzumaki
12509,Overload,Himawari Uzumaki
12510,Overload,Kawaki
12511,Overload,Delta
12512,Overload,Jigen
12513,Overload,Koji Kashin
12514,Overload,Amado
12515,Overload,Boro
12516,Overload,Code
12517,Overload,Inori
12518,Overload,Kokushi
12519,Overload,Sara Matsumoto
12520,Overload,Kanchi
12521,Overload,Ryo Nishitani
12522,Overload,Kosuke Katayama
12523,Becoming a Student,Boruto Uzumaki
12524,Becoming a Student,Sarada Uchiha
12525,Becoming a Student,Mitsuki
12526,Becoming a Student,Kawaki
12527,Becoming a Student,Kurama
12528,Becoming a Student,Naruto Uzumaki
12529,Becoming a Student,Sasuke Uchiha
12530,Becoming a Student,Shikamaru Nara
12531,Becoming a Student,Sai Yamanaka
12532,Becoming a Student,Konohamaru Sarutobi
12533,Becoming a Student,Katasuke Tōno
12534,Becoming a Student,Jigen
12535,Becoming a Student,Amado
12536,Becoming a Student,Delta
12537,Becoming a Student,Boro
12538,Becoming a Student,Code
12539,Empty Tears,Boruto Uzumaki
12540,Empty Tears,Sarada Uchiha
12541,Empty Tears,Mitsuki
12542,Empty Tears,Kawaki
12543,Empty Tears,Kurama
12544,Empty Tears,Naruto Uzumaki
12545,Empty Tears,Shikamaru Nara
12546,Empty Tears,Sai Yamanaka
12547,Empty Tears,Jigen
12548,Empty Tears,Boro
12549,Empty Tears,Kazuya Saji
12550,The Cult,Boruto Uzumaki
12551,The Cult,Mitsuki
12552,The Cult,Sasuke Uchiha
12553,The Cult,Sai Yamanaka
12554,The Cult,Jigen
12555,The Cult,Boro
12556,The Cult,Inori
12557,The Cult,Inori's Brother
12558,The Cult,Aoi Inase
12559,The Cult,Juri Nagatsuma
12560,The Cult,Hirokazu Sekido
12561,The Cult,Kazuya Saji
12562,Surprise Attack!,Boruto Uzumaki
12563,Surprise Attack!,Sarada Uchiha
12564,Surprise Attack!,Mitsuki
12565,Surprise Attack!,Kawaki
12566,Surprise Attack!,Naruto Uzumaki
12567,Surprise Attack!,Sasuke Uchiha
12568,Surprise Attack!,Shikadai Nara
12569,Surprise Attack!,Inojin Yamanaka
12570,Surprise Attack!,Chōchō Akimichi
12571,Surprise Attack!,Iwabee Yuino
12572,Surprise Attack!,Denki Kaminarimon
12573,Surprise Attack!,Metal Lee
12574,Surprise Attack!,Konohamaru Sarutobi
12575,Surprise Attack!,Jigen
12576,Surprise Attack!,Koji Kashin
12577,Surprise Attack!,Hinata Uzumaki
12578,Surprise Attack!,Himawari Uzumaki
12579,Surprise Attack!,Ino Yamanaka
12580,Surprise Attack!,Kurama
12581,He's Bad News ,Boruto Uzumaki
12582,He's Bad News ,Sarada Uchiha
12583,He's Bad News ,Mitsuki
12584,He's Bad News ,Kawaki
12585,He's Bad News ,Naruto Uzumaki
12586,He's Bad News ,Sasuke Uchiha
12587,He's Bad News ,Jigen
12588,He's Bad News ,Kurama
12589,He's Bad News ,Shikamaru Nara
12590,He's Bad News ,Sakura Uchiha
12591,He's Bad News ,Ino Yamanaka
12592,He's Bad News ,Sara Matsumoto
12593,He's Bad News ,Ryo Nishitani
12594,He's Bad News ,Koji Kashin
12595,Proof ,Boruto Uzumaki
12596,Proof ,Sarada Uchiha
12597,Proof ,Mitsuki
12598,Proof ,Kawaki
12599,Proof ,Shikamaru Nara
12600,Proof ,Koji Kashin
12601,Proof ,Boro
12602,Proof ,Tasuki
12603,Proof ,Hariko
12604,Proof ,Jigen
12605,Proof ,Amado
12606,Proof ,Delta
12607,Proof ,Code
12608,The New Team 7 ,Boruto Uzumaki
12609,The New Team 7 ,Sarada Uchiha
12610,The New Team 7 ,Mitsuki
12611,The New Team 7 ,Kawaki
12612,The New Team 7 ,Shikamaru Nara
12613,The New Team 7 ,Boro
12614,Regeneration ,Boruto Uzumaki
12615,Regeneration ,Sarada Uchiha
12616,Regeneration ,Mitsuki
12617,Regeneration ,Kawaki
12618,Regeneration ,Boro
12619,Regeneration ,Momoshiki Ōtsutsuki
12620,Momoshiki's Manifestation,Boruto Uzumaki
12621,Momoshiki's Manifestation,Sarada Uchiha
12622,Momoshiki's Manifestation,Mitsuki
12623,Momoshiki's Manifestation,Kawaki
12624,Momoshiki's Manifestation,Momoshiki Ōtsutsuki
12625,Momoshiki's Manifestation,Naruto Uzumaki
12626,Momoshiki's Manifestation,Hinata Uzumaki
12627,Momoshiki's Manifestation,Himawari Uzumaki
12628,Momoshiki's Manifestation,Sasuke Uchiha
12629,Momoshiki's Manifestation,Sakura Uchiha
12630,Momoshiki's Manifestation,Shikamaru Nara
12631,Momoshiki's Manifestation,Sai Yamanaka
12632,Momoshiki's Manifestation,Shikadai Nara
12633,Momoshiki's Manifestation,Inojin Yamanaka
12634,Momoshiki's Manifestation,Katasuke Tōno
12635,Momoshiki's Manifestation,Sumire Kakei
12636,Momoshiki's Manifestation,Boro
12637,The Outcast,Boruto Uzumaki
12638,The Outcast,Kawaki
12639,The Outcast,Himawari Uzumaki
12640,The Outcast,Naruto Uzumaki
12641,The Outcast,Hinata Uzumaki
12642,The Outcast,Shikamaru Nara
12643,The Outcast,Mitsuki
12644,The Outcast,Juri Nagatsuma
12645,Clues to Kara,Konohamaru Sarutobi
12646,Clues to Kara,Sai Yamanaka
12647,Clues to Kara,Naruto Uzumaki
12648,Clues to Kara,Shikamaru Nara
12649,Clues to Kara,Inori
12650,Clues to Kara,Akari
12651,Clues to Kara,Jigen
12652,Clues to Kara,Delta
12653,Clues to Kara,Code
12654,Clues to Kara,Tsuzumi
12655,Clues to Kara,Shirabe
12656,Clues to Kara,Akira Kuwabara
12657,Clues to Kara,Kosuke Katayama
12658,The Chase,Shikadai Nara
12659,The Chase,Inojin Yamanaka
12660,The Chase,Chōchō Akimichi
12661,The Chase,Kakashi Hatake
12662,The Chase,Koji Kashin
12663,The Chase,Iwabee Yuino
12664,The Chase,Denki Kaminarimon
12665,The Chase,Metal Lee
12666,The Chase,Amado
12667,The Chase,Hirokazu Sekido
12668,Amado's Defection,Boruto Uzumaki
12669,Amado's Defection,Kawaki
12670,Amado's Defection,Shikadai Nara
12671,Amado's Defection,Inojin Yamanaka
12672,Amado's Defection,Chōchō Akimichi
12673,Amado's Defection,Moegi Kazamatsuri
12674,Amado's Defection,Naruto Uzumaki
12675,Amado's Defection,Shikamaru Nara
12676,Amado's Defection,Sai Yamanaka
12677,Amado's Defection,Ino Yamanaka
12678,Amado's Defection,Katasuke Tōno
12679,Amado's Defection,Sumire Kakei
12680,Amado's Defection,Amado
12681,Amado's Defection,Jigen
12682,Amado's Defection,Koji Kashin
12683,Amado's Defection,Delta
12684,True Identity ,Boruto Uzumaki
12685,True Identity ,Kawaki
12686,True Identity ,Inojin Yamanaka
12687,True Identity ,Chōchō Akimichi
12688,True Identity ,Naruto Uzumaki
12689,True Identity ,Sasuke Uchiha
12690,True Identity ,Shikamaru Nara
12691,True Identity ,Sai Yamanaka
12692,True Identity ,Katasuke Tōno
12693,True Identity ,Sumire Kakei
12694,True Identity ,Amado
12695,True Identity ,Koji Kashin
12696,True Identity ,Jigen
12697,Predestined Fate ,Boruto Uzumaki
12698,Predestined Fate ,Kawaki
12699,Predestined Fate ,Naruto Uzumaki
12700,Predestined Fate ,Sasuke Uchiha
12701,Predestined Fate ,Shikamaru Nara
12702,Predestined Fate ,Sai Yamanaka
12703,Predestined Fate ,Katasuke Tōno
12704,Predestined Fate ,Sumire Kakei
12705,Predestined Fate ,Amado
12706,Predestined Fate ,Koji Kashin
12707,Predestined Fate ,Isshiki Ōtsutsuki
12708,Prepared ,Boruto Uzumaki
12709,Prepared ,Sarada Uchiha
12710,Prepared ,Mitsuki
12711,Prepared ,Naruto Uzumaki
12712,Prepared ,Sasuke Uchiha
12713,Prepared ,Shikamaru Nara
12714,Prepared ,Konohamaru Sarutobi
12715,Prepared ,Amado
12716,Prepared ,Koji Kashin
12717,Prepared ,Sai Yamanaka
12718,Prepared ,Kiba Inuzuka
12719,Prepared ,Chōji Akimichi
12720,Prepared ,Ino Yamanaka
12721,Prepared ,Tenten
12722,Prepared ,Rock Lee
12723,Prepared ,Katasuke Tōno
12724,Prepared ,Isshiki Ōtsutsuki
12725,Prepared ,Hirokazu Sekido
12726,Sacrifice ,Boruto Uzumaki
12727,Sacrifice ,Kawaki
12728,Sacrifice ,Naruto Uzumaki
12729,Sacrifice ,Sasuke Uchiha
12730,Sacrifice ,Amado
12731,Sacrifice ,Shikamaru Nara
12732,Sacrifice ,Katasuke Tōno
12733,Sacrifice ,Sumire Kakei
12734,Sacrifice ,Isshiki Ōtsutsuki
12735,Sacrifice ,Kurama
12736,Decision,Boruto Uzumaki
12737,Decision,Kawaki
12738,Decision,Naruto Uzumaki
12739,Decision,Sasuke Uchiha
12740,Decision,Amado
12741,Decision,Shikamaru Nara
12742,Decision,Katasuke Tōno
12743,Decision,Sumire Kakei
